[10Apr2025 00:04:14.607] [Worker-Main-2/ERROR] [net.minecraft.world.entity.decoration.HangingEntity/]: Hanging entity at invalid position: BlockPos{x=-68, y=-58, z=9}
[10Apr2025 00:04:27.806] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=449, y=34, z=1471}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.806] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=449, y=34, z=1470}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.806] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=449, y=34, z=1469}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.806] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=449, y=34, z=1467}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.807] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=449, y=34, z=1466}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.807] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=449, y=34, z=1465}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.807] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=449, y=34, z=1464}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.807] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=449, y=34, z=1463}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.808] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=449, y=34, z=1462}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.808] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=449, y=34, z=1461}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.808] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=449, y=34, z=1460}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.808] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=449, y=34, z=1459}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.808] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=448, y=34, z=1471}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.808] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=448, y=34, z=1470}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.809] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=448, y=34, z=1469}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.809] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=448, y=34, z=1468}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.809] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=448, y=34, z=1467}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.809] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=448, y=34, z=1466}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.809] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=448, y=34, z=1465}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.809] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=448, y=34, z=1464}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.809] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=448, y=34, z=1463}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.810] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=448, y=34, z=1462}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.810] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=448, y=34, z=1461}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.810] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=448, y=34, z=1460}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.810] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=448, y=34, z=1459}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.810] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=448, y=34, z=1458}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.810] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=447, y=34, z=1471}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.811] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=447, y=34, z=1470}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.811] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=447, y=34, z=1469}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.811] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=447, y=34, z=1468}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.811] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=447, y=34, z=1467}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.811] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=447, y=34, z=1466}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.811] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=447, y=34, z=1465}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.812] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=447, y=34, z=1464}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.812] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=447, y=34, z=1463}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.812] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=447, y=34, z=1462}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.812] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=447, y=34, z=1461}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.813] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=447, y=34, z=1460}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.813] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=447, y=34, z=1459}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.813] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=447, y=34, z=1458}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.813] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=446, y=34, z=1471}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.813] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=446, y=34, z=1470}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.813] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=446, y=34, z=1469}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.814] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=446, y=34, z=1468}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.814] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=446, y=34, z=1467}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.814] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=446, y=34, z=1466}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.814] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=446, y=34, z=1465}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.814] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=446, y=34, z=1464}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.814] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=446, y=34, z=1463}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.814] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=446, y=34, z=1462}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.815] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=446, y=34, z=1461}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.815] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=446, y=34, z=1460}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.815] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=446, y=34, z=1459}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.815] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=446, y=34, z=1458}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.815] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=445, y=34, z=1471}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.815] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=445, y=34, z=1470}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.815] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=445, y=34, z=1469}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.815] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=445, y=34, z=1468}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.816] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=445, y=34, z=1467}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.816] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=445, y=34, z=1466}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.816] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=445, y=34, z=1465}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.816] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=445, y=34, z=1464}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.816] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=445, y=34, z=1463}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.816] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=445, y=34, z=1462}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.816] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=445, y=34, z=1461}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.816] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=445, y=34, z=1460}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.816] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=445, y=34, z=1459}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.817] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=444, y=34, z=1471}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.817] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=444, y=34, z=1470}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.817] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=444, y=34, z=1469}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.818] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=444, y=34, z=1464}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.818] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=444, y=34, z=1460}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.818] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=444, y=34, z=1459}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.818] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=449, y=35, z=1471}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.818] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=449, y=35, z=1470}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.818] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=449, y=35, z=1469}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.819] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=449, y=35, z=1467}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.819] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=449, y=35, z=1466}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.819] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=449, y=35, z=1465}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.819] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=449, y=35, z=1464}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.819] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=449, y=35, z=1463}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.819] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=449, y=35, z=1462}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.819] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=449, y=35, z=1461}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.820] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=449, y=35, z=1460}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.820] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=449, y=35, z=1459}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.820] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=448, y=35, z=1471}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.820] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=448, y=35, z=1470}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.821] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=448, y=35, z=1469}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.821] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=448, y=35, z=1468}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.821] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=448, y=35, z=1467}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.821] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=448, y=35, z=1466}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.821] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=448, y=35, z=1465}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.822] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=448, y=35, z=1464}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
